locus_tag	ftype	length_bp	gene	EC_number	COG	product
target_03538	gene	900	sapM			
target_03538	CDS	900	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
target_03539	gene	1263				
target_03539	CDS	1263				hypothetical protein
target_03540	gene	933				
target_03540	CDS	933				hypothetical protein
target_03541	gene	171				
target_03541	CDS	171				hypothetical protein
target_03542	gene	312	mtp			
target_03542	CDS	312	mtp			Pilin
target_03543	gene	1098	add			
target_03543	CDS	1098	add	3.5.4.4	COG1816	Adenosine deaminase
target_03544	gene	1284	deoA			
target_03544	CDS	1284	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
target_03545	gene	402	cdd			
target_03545	CDS	402	cdd	3.5.4.5	COG0295	Cytidine deaminase
target_03546	gene	339	sdhC			
target_03546	CDS	339	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
target_03547	gene	435				
target_03547	CDS	435				hypothetical protein
target_03548	gene	1749	sdhA_2			
target_03548	CDS	1749	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
target_03549	gene	792	sdhB			
target_03549	CDS	792	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
target_03550	gene	429				
target_03550	CDS	429		3.1.-.-		Ribonuclease VapC44
target_03551	gene	243				
target_03551	CDS	243				hypothetical protein
target_03552	gene	615				
target_03552	CDS	615				hypothetical protein
target_03553	gene	666				
target_03553	CDS	666				hypothetical protein
target_03554	gene	534	moaC1_2			
target_03554	CDS	534	moaC1_2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 1
target_03555	gene	375				
target_03555	CDS	375		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
target_03556	gene	1137	moaA1_2			
target_03556	CDS	1137	moaA1_2	4.1.99.22	COG2896	GTP 3',8-cyclase 1
target_03557	gene	1146	embR_2			
target_03557	CDS	1146	embR_2		COG1716	Transcriptional regulatory protein EmbR
target_03558	gene	438				
target_03558	CDS	438				hypothetical protein
target_03559	gene	984				
target_03559	CDS	984				hypothetical protein
target_03560	gene	948	sigJ			
target_03560	CDS	948	sigJ			ECF RNA polymerase sigma factor SigJ
target_03561	gene	1317				
target_03561	CDS	1317		2.6.1.-	COG0161	putative aminotransferase
target_03562	gene	1218				
target_03562	CDS	1218				hypothetical protein
target_03563	gene	1509	galP			
target_03563	CDS	1509	galP			Galactose-proton symporter
target_03564	gene	1152	agaA			
target_03564	CDS	1152	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
target_03565	gene	846				
target_03565	CDS	846				hypothetical protein
target_03566	gene	312				
target_03566	CDS	312				hypothetical protein
target_03567	gene	441	merR1			
target_03567	CDS	441	merR1			Mercuric resistance operon regulatory protein
target_03568	gene	870	yhjD			
target_03568	CDS	870	yhjD		COG1295	Inner membrane protein YhjD
target_03569	gene	1011	trpS			
target_03569	CDS	1011	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
target_03570	gene	633				
target_03570	CDS	633				hypothetical protein
target_03571	gene	1230	icd			
target_03571	CDS	1230	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
target_03572	gene	213				
target_03572	CDS	213				hypothetical protein
target_03573	gene	1350	metY			
target_03573	CDS	1350	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
target_03574	gene	1140	metXA			
target_03574	CDS	1140	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
target_03575	gene	711				
target_03575	CDS	711		2.1.1.-	COG0500	putative methyltransferase
target_03576	gene	888				
target_03576	CDS	888				PPE family protein PPE34
target_03577	gene	597				
target_03577	CDS	597				hypothetical protein
target_03578	gene	273				
target_03578	CDS	273				hypothetical protein
target_03579	gene	129				
target_03579	CDS	129				hypothetical protein
target_03580	gene	420				
target_03580	CDS	420				hypothetical protein
target_03581	gene	285				
target_03581	CDS	285				hypothetical protein
target_03582	gene	261				
target_03582	CDS	261				hypothetical protein
target_03583	gene	348				
target_03583	CDS	348				hypothetical protein
target_03584	gene	351				
target_03584	CDS	351				hypothetical protein
target_03585	gene	405				
target_03585	CDS	405				hypothetical protein
target_03586	gene	258				
target_03586	CDS	258				hypothetical protein
target_03587	gene	618				
target_03587	CDS	618				hypothetical protein
target_03588	gene	5694				
target_03588	CDS	5694				hypothetical protein
target_03589	gene	258				
target_03589	CDS	258				hypothetical protein
target_03590	gene	8898				
target_03590	CDS	8898				hypothetical protein
target_03591	gene	1131				
target_03591	CDS	1131				hypothetical protein
target_03592	gene	100				
target_03592	tRNA	100				tRNA-His(gtg)
target_03593	gene	591				
target_03593	CDS	591				hypothetical protein
target_03594	gene	372				
target_03594	CDS	372				hypothetical protein
target_03595	gene	261				
target_03595	CDS	261				hypothetical protein
target_03596	gene	390	lprJ_2			
target_03596	CDS	390	lprJ_2			Putative lipoprotein LprJ
target_03597	gene	294				
target_03597	CDS	294				hypothetical protein
target_03598	gene	918	folD			
target_03598	CDS	918	folD		COG0190	Bifunctional protein FolD protein
target_03599	gene	276	relJ			
target_03599	CDS	276	relJ		COG2161	Antitoxin RelJ
target_03600	gene	258	relK			
target_03600	CDS	258	relK	3.1.-.-	COG4115	Toxin RelK
target_03601	gene	1191				
target_03601	CDS	1191		1.16.1.-	COG0446	Metal reductase
target_03602	gene	369				
target_03602	CDS	369		3.6.3.-	COG0842	ABC transporter ATP-binding/permease protein
target_03603	gene	552	mfpA			
target_03603	CDS	552	mfpA		COG1357	Pentapeptide repeat protein MfpA
target_03604	gene	582				
target_03604	CDS	582				hypothetical protein
target_03605	gene	369				
target_03605	CDS	369				hypothetical protein
target_03606	gene	393				
target_03606	CDS	393			COG2018	Serine protease inhibitor
target_03607	gene	2625				
target_03607	CDS	2625				hypothetical protein
target_03608	gene	465	trmL			
target_03608	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
target_03609	gene	1776				
target_03609	CDS	1776				hypothetical protein
target_03610	gene	645				
target_03610	CDS	645				hypothetical protein
target_03611	gene	411				
target_03611	CDS	411				hypothetical protein
target_03612	gene	150				
target_03612	CDS	150				hypothetical protein
target_03613	gene	3240	dnaE2			
target_03613	CDS	3240	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
target_03614	gene	1341				
target_03614	CDS	1341		2.3.1.20		Putative diacyglycerol O-acyltransferase
target_03615	gene	1176	otsB			
target_03615	CDS	1176	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
target_03616	gene	105				
target_03616	CDS	105				hypothetical protein
target_03617	gene	627	crt_1			
target_03617	CDS	627	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
target_03618	gene	246				
target_03618	CDS	246				hypothetical protein
target_03619	gene	1440	amiD_2			
target_03619	CDS	1440	amiD_2	3.5.1.4	COG0154	Putative amidase AmiD
target_03620	gene	654				
target_03620	CDS	654		3.1.-.-	COG1011	Phosphatase
target_03621	gene	1506				
target_03621	CDS	1506		5.5.1.16		Type B diterpene cyclase
target_03622	gene	891				
target_03622	CDS	891		3.1.7.9		Diterpene synthase
target_03623	gene	1611	dxs_2			
target_03623	CDS	1611	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
target_03624	gene	282	dxs_3			
target_03624	CDS	282	dxs_3	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
target_03625	gene	990	ispH1			
target_03625	CDS	990	ispH1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1
target_03626	gene	1053				
target_03626	CDS	1053				hypothetical protein
target_03627	gene	189				
target_03627	CDS	189				hypothetical protein
target_03628	gene	393				
target_03628	CDS	393		3.1.-.-		Ribonuclease VapC46
target_03629	gene	276				
target_03629	CDS	276			COG4118	Antitoxin VapB46
target_03630	gene	705				
target_03630	CDS	705				hypothetical protein
target_03631	gene	678				
target_03631	CDS	678				ISNCY family transposase ISMav10
target_03632	gene	2196				
target_03632	CDS	2196				hypothetical protein
target_03633	gene	873				
target_03633	CDS	873				hypothetical protein
target_03634	gene	711				
target_03634	CDS	711		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
target_03635	gene	1953				
target_03635	CDS	1953				hypothetical protein
target_03636	gene	864	cmaA1			
target_03636	CDS	864	cmaA1	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 1
target_03637	gene	927	rihA			
target_03637	CDS	927	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
target_03638	gene	1581	dinB			
target_03638	CDS	1581	dinB	2.7.7.7		DNA polymerase IV
target_03639	gene	543				
target_03639	CDS	543				putative protein
target_03640	gene	711				
target_03640	CDS	711				hypothetical protein
target_03641	gene	1578	guaA			
target_03641	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
target_03642	gene	909	crtB			
target_03642	CDS	909	crtB	2.5.1.-	COG1562	Phytoene synthase
target_03643	gene	1080				
target_03643	CDS	1080		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
target_03644	gene	921				
target_03644	CDS	921		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
target_03645	gene	789				
target_03645	CDS	789			COG0637	putative protein
target_03646	gene	2361				
target_03646	CDS	2361		3.2.1.-	COG1554	putative glycosyl hydrolase
target_03647	gene	1239				
target_03647	CDS	1239			COG0399	Protein
target_03648	gene	1602				
target_03648	CDS	1602				hypothetical protein
target_03649	gene	705				
target_03649	CDS	705		2.1.2.-	COG0223	dTDP-4-amino-4,6-dideoxyglucose formyltransferase
target_03650	gene	567				
target_03650	CDS	567				HTH-type transcriptional repressor
target_03651	gene	888				
target_03651	CDS	888		1.14.11.-	COG2175	Alpha-ketoglutarate-dependent sulfate ester dioxygenase
target_03652	gene	300				
target_03652	CDS	300				Antitoxin VapB47
target_03653	gene	402				
target_03653	CDS	402		3.1.-.-		Ribonuclease VapC47
target_03654	gene	1737	choD			
target_03654	CDS	1737	choD	1.1.3.6	COG2303	Cholesterol oxidase
target_03655	gene	1128	guaB3			
target_03655	CDS	1128	guaB3	1.-.-.-	COG0516	putative oxidoreductase
target_03656	gene	1590	guaB			
target_03656	CDS	1590	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
target_03657	gene	411				
target_03657	CDS	411				putative protein
target_03658	gene	900	rsdA			
target_03658	CDS	900	rsdA			Anti-sigma-D factor RsdA
target_03659	gene	576	sigD			
target_03659	CDS	576	sigD			ECF RNA polymerase sigma factor SigD
target_03660	gene	792				
target_03660	CDS	792				hypothetical protein
target_03661	gene	309	whiB3			
target_03661	CDS	309	whiB3			Redox- and pH-responsive transcriptional regulator WhiB3
target_03662	gene	1620	groEL1			
target_03662	CDS	1620	groEL1		COG0459	60 kDa chaperonin 1
target_03663	gene	303	groS			
target_03663	CDS	303	groS		COG0234	10 kDa chaperonin
target_03664	gene	1035	tsaD			
target_03664	CDS	1035	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
target_03665	gene	477	rimI			
target_03665	CDS	477	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
target_03666	gene	636				
target_03666	CDS	636			COG1214	putative protein
target_03667	gene	507	tsaE			
target_03667	CDS	507	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
target_03668	gene	1227	alr			
target_03668	CDS	1227	alr	5.1.1.1	COG0787	Alanine racemase
target_03669	gene	522				
target_03669	CDS	522				PPE family protein PPE57
target_03670	gene	114				
target_03670	CDS	114				hypothetical protein
target_03671	gene	105				
target_03671	CDS	105				hypothetical protein
target_03672	gene	531				
target_03672	CDS	531				PPE family protein PPE57
target_03673	gene	135				
target_03673	CDS	135				hypothetical protein
target_03674	gene	2085				
target_03674	CDS	2085				hypothetical protein
target_03675	gene	198				
target_03675	CDS	198				hypothetical protein
target_03676	gene	300				
target_03676	CDS	300				PE-PGRS family protein PE25
target_03677	gene	543				
target_03677	CDS	543				PPE family protein PPE57
target_03678	gene	396				
target_03678	CDS	396				hypothetical protein
target_03679	gene	528				
target_03679	CDS	528				PPE family protein PPE57
target_03680	gene	1164				
target_03680	CDS	1164				hypothetical protein
target_03681	gene	165				
target_03681	CDS	165				hypothetical protein
target_03682	gene	105				
target_03682	CDS	105				hypothetical protein
target_03683	gene	846				
target_03683	CDS	846				IS256 family transposase ISRo1
target_03684	gene	1383	gadA			
target_03684	CDS	1383	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
target_03685	gene	1422	nnr			
target_03685	CDS	1422	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
target_03686	gene	699				
target_03686	CDS	699				hypothetical protein
target_03687	gene	939				
target_03687	CDS	939				hypothetical protein
target_03688	gene	1875	glmS			
target_03688	CDS	1875	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
target_03689	gene	477				
target_03689	CDS	477				hypothetical protein
target_03690	gene	843				
target_03690	CDS	843				hypothetical protein
target_03691	gene	1431				
target_03691	CDS	1431				hypothetical protein
target_03692	gene	312				
target_03692	CDS	312				hypothetical protein
target_03693	gene	1347	glmM			
target_03693	CDS	1347	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
target_03694	gene	456	rpsI			
target_03694	CDS	456	rpsI		COG0103	30S ribosomal protein S9
target_03695	gene	534	rplM			
target_03695	CDS	534	rplM		COG0102	50S ribosomal protein L13
target_03696	gene	303	esxT			
target_03696	CDS	303	esxT		COG4842	ESAT-6-like protein EsxT
target_03697	gene	432				
target_03697	CDS	432				hypothetical protein
target_03698	gene	1215				
target_03698	CDS	1215				hypothetical protein
target_03699	gene	3711	eccC			
target_03699	CDS	3711	eccC		COG1674	ESX secretion system protein EccC
target_03700	gene	1404	eccD1_2			
target_03700	CDS	1404	eccD1_2			ESX-1 secretion system protein EccD1
target_03701	gene	1374	mycP4			
target_03701	CDS	1374	mycP4	3.4.21.-	COG1404	Mycosin-4
target_03702	gene	1413	eccB3_2			
target_03702	CDS	1413	eccB3_2	3.6.-.-		ESX-3 secretion system ATPase EccB3
target_03703	gene	789	cut3_1			
target_03703	CDS	789	cut3_1	3.1.1.74		putative cutinase cut3
target_03704	gene	681	cut3_2			
target_03704	CDS	681	cut3_2	3.1.1.74		putative cutinase cut3
target_03705	gene	333				
target_03705	CDS	333				hypothetical protein
target_03706	gene	1332				
target_03706	CDS	1332				hypothetical protein
target_03707	gene	894	truA			
target_03707	CDS	894	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
target_03708	gene	543	rplQ			
target_03708	CDS	543	rplQ		COG0203	50S ribosomal protein L17
target_03709	gene	1044	rpoA			
target_03709	CDS	1044	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
target_03710	gene	606	rpsD			
target_03710	CDS	606	rpsD		COG0522	30S ribosomal protein S4
target_03711	gene	420	rpsK			
target_03711	CDS	420	rpsK		COG0100	30S ribosomal protein S11
target_03712	gene	375	rpsM			
target_03712	CDS	375	rpsM		COG0099	30S ribosomal protein S13
target_03713	gene	222	infA			
target_03713	CDS	222	infA		COG0361	Translation initiation factor IF-1
target_03714	gene	858				
target_03714	CDS	858				hypothetical protein
target_03715	gene	996	rmlB			
target_03715	CDS	996	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
target_03716	gene	609	rmlC			
target_03716	CDS	609	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
target_03717	gene	1392				
target_03717	CDS	1392				hypothetical protein
target_03718	gene	516				
target_03718	CDS	516				hypothetical protein
target_03719	gene	222				
target_03719	CDS	222				hypothetical protein
target_03720	gene	399				
target_03720	CDS	399				hypothetical protein
target_03721	gene	1416				
target_03721	CDS	1416				hypothetical protein
target_03722	gene	216				
target_03722	CDS	216				hypothetical protein
target_03723	gene	396				
target_03723	CDS	396				hypothetical protein
target_03724	gene	273				
target_03724	CDS	273				hypothetical protein
target_03725	gene	315				
target_03725	CDS	315				hypothetical protein
target_03726	gene	471				
target_03726	CDS	471				hypothetical protein
target_03727	gene	513				
target_03727	CDS	513				hypothetical protein
target_03728	gene	1422				
target_03728	CDS	1422				hypothetical protein
target_03729	gene	864				
target_03729	CDS	864				hypothetical protein
target_03730	gene	411				
target_03730	CDS	411				hypothetical protein
target_03731	gene	1095	fcl_2			
target_03731	CDS	1095	fcl_2	1.1.1.271		GDP-L-fucose synthase
target_03732	gene	1011				
target_03732	CDS	1011		4.1.3.39		4-hydroxy-2-oxovalerate aldolase
target_03733	gene	1674	ilvB2			
target_03733	CDS	1674	ilvB2	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvB2
target_03734	gene	390				
target_03734	CDS	390				hypothetical protein
target_03735	gene	507				
target_03735	CDS	507				hypothetical protein
target_03736	gene	903	menH			
target_03736	CDS	903	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
target_03737	gene	1350	kgtP			
target_03737	CDS	1350	kgtP			Alpha-ketoglutarate permease
target_03738	gene	297				
target_03738	CDS	297				PE family protein PE13
target_03739	gene	3249				
target_03739	CDS	3249				putative membrane protein
target_03740	gene	1494				
target_03740	CDS	1494		2.3.1.20		Putative diacyglycerol O-acyltransferase
target_03741	gene	690				
target_03741	CDS	690				hypothetical protein
target_03742	gene	606				
target_03742	CDS	606				hypothetical protein
target_03743	gene	663				
target_03743	CDS	663				hypothetical protein
target_03744	gene	1539	lcpA_2			
target_03744	CDS	1539	lcpA_2		COG1316	Cell wall biosynthesis protein LcpA
target_03745	gene	945				
target_03745	CDS	945				hypothetical protein
target_03746	gene	225				
target_03746	CDS	225			COG2259	putative membrane protein
target_03747	gene	984	lipF			
target_03747	CDS	984	lipF	3.1.1.1		Carboxylesterase LipF
target_03748	gene	324				
target_03748	CDS	324			COG1695	Transcriptional regulator
target_03749	gene	165				
target_03749	CDS	165				hypothetical protein
target_03750	gene	1503	otsA			
target_03750	CDS	1503	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
target_03751	gene	579				
target_03751	CDS	579				hypothetical protein
target_03752	gene	483				
target_03752	CDS	483				hypothetical protein
target_03753	gene	729				
target_03753	CDS	729				hypothetical protein
target_03754	gene	1695				
target_03754	CDS	1695				hypothetical protein
target_03755	gene	1155	lprN_4			
target_03755	CDS	1155	lprN_4			Lipoprotein LprN
target_03756	gene	1353				
target_03756	CDS	1353				hypothetical protein
target_03757	gene	1074				
target_03757	CDS	1074				hypothetical protein
target_03758	gene	1053				
target_03758	CDS	1053				hypothetical protein
target_03759	gene	1203				
target_03759	CDS	1203				hypothetical protein
target_03760	gene	843				
target_03760	CDS	843				hypothetical protein
target_03761	gene	765				
target_03761	CDS	765				hypothetical protein
target_03762	gene	954				
target_03762	CDS	954		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
target_03763	gene	192				
target_03763	CDS	192				hypothetical protein
target_03764	gene	1203				
target_03764	CDS	1203		1.3.99.-		Acyl-CoA dehydrogenase FadE26
target_03765	gene	1122				
target_03765	CDS	1122		1.3.99.-		Acyl-CoA dehydrogenase FadE27
target_03766	gene	1509				
target_03766	CDS	1509		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD17
target_03767	gene	4155				
target_03767	CDS	4155				hypothetical protein
target_03768	gene	1479				
target_03768	CDS	1479				putative PE-PGRS family protein PE_PGRS54
target_03769	gene	624				
target_03769	CDS	624				hypothetical protein
target_03770	gene	1548	ilvX			
target_03770	CDS	1548	ilvX	2.2.1.6	COG0028	Putative acetolactate synthase large subunit IlvX
target_03771	gene	837				
target_03771	CDS	837				hypothetical protein
target_03772	gene	180				
target_03772	CDS	180				hypothetical protein
target_03773	gene	435				
target_03773	CDS	435				hypothetical protein
target_03774	gene	486				
target_03774	CDS	486				hypothetical protein
target_03775	gene	1968				
target_03775	CDS	1968				hypothetical protein
target_03776	gene	762				
target_03776	CDS	762				hypothetical protein
target_03777	gene	609				
target_03777	CDS	609				hypothetical protein
target_03778	gene	1647				
target_03778	CDS	1647		6.2.1.3		Long-chain-fatty-acid--CoA/3-oxocholest-4-en-26-oate--CoA ligase
target_03779	gene	801	paaF			
target_03779	CDS	801	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
target_03780	gene	840				
target_03780	CDS	840				hypothetical protein
target_03781	gene	1197				
target_03781	CDS	1197		1.14.15.28		Steroid C26-monooxygenase
target_03782	gene	711				
target_03782	CDS	711				hypothetical protein
target_03783	gene	1032				
target_03783	CDS	1032		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
target_03784	gene	1005				
target_03784	CDS	1005				hypothetical protein
target_03785	gene	1065				
target_03785	CDS	1065				hypothetical protein
target_03786	gene	1185				
target_03786	CDS	1185				hypothetical protein
target_03787	gene	927	pknD_2			
target_03787	CDS	927	pknD_2	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
target_03788	gene	525	yrdA			
target_03788	CDS	525	yrdA		COG0663	Protein YrdA
target_03789	gene	1161	kshA			
target_03789	CDS	1161	kshA	1.14.15.30	COG4638	3-ketosteroid-9-alpha-monooxygenase, oxygenase component
target_03790	gene	450				
target_03790	CDS	450				hypothetical protein
target_03791	gene	420				
target_03791	CDS	420				hypothetical protein
target_03792	gene	198				
target_03792	CDS	198				hypothetical protein
target_03793	gene	1155				
target_03793	CDS	1155				hypothetical protein
target_03794	gene	774	fabG			
target_03794	CDS	774	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
target_03795	gene	423				
target_03795	CDS	423				putative PPE family protein PPE51
target_03796	gene	1749				
target_03796	CDS	1749				putative PPE family protein PPE40
target_03797	gene	1041				
target_03797	CDS	1041		4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
target_03798	gene	912	mhpF			
target_03798	CDS	912	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
target_03799	gene	786	tesE			
target_03799	CDS	786	tesE	4.2.1.132		2-hydroxyhexa-2,4-dienoate hydratase
target_03800	gene	1692	kstD			
target_03800	CDS	1692	kstD	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
target_03801	gene	861				
target_03801	CDS	861				hypothetical protein
target_03802	gene	1440				
target_03802	CDS	1440				hypothetical protein
target_03803	gene	1161				
target_03803	CDS	1161				hypothetical protein
target_03804	gene	390				
target_03804	CDS	390				hypothetical protein
target_03805	gene	936				
target_03805	CDS	936				hypothetical protein
target_03806	gene	1164				
target_03806	CDS	1164		1.3.99.-		Acyl-CoA dehydrogenase FadE29
target_03807	gene	93				
target_03807	tRNA	93				tRNA-Gly(gcc)
target_03808	gene	1254				
target_03808	CDS	1254		1.14.15.29	COG2124	Steroid C26-monooxygenase
target_03809	gene	1176	fadA5			
target_03809	CDS	1176	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
target_03810	gene	456	ddn_2			
target_03810	CDS	456	ddn_2	1.-.-.-		Deazaflavin-dependent nitroreductase
target_03811	gene	915				
target_03811	CDS	915		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
target_03812	gene	780	fadH_2			
target_03812	CDS	780	fadH_2	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
target_03813	gene	744	crt_2			
target_03813	CDS	744	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
target_03814	gene	879				
target_03814	CDS	879		2.8.3.-	COG1788	Putative CoA-transferase subunit alpha
target_03815	gene	753				
target_03815	CDS	753		2.8.3.-	COG2057	Putative CoA-transferase subunit beta
target_03816	gene	1068				
target_03816	CDS	1068		1.6.5.11	COG2070	NADH:quinone reductase
target_03817	gene	2019	hmp_3			
target_03817	CDS	2019	hmp_3	1.14.12.17		Flavohemoprotein
target_03818	gene	870				
target_03818	CDS	870				hypothetical protein
target_03819	gene	1161	pcaF			
target_03819	CDS	1161	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
target_03820	gene	603	kstR2_2			
target_03820	CDS	603	kstR2_2			HTH-type transcriptional repressor KstR2
target_03821	gene	1659				
target_03821	CDS	1659				putative PPE family protein PPE40
target_03822	gene	789	fabG2_2			
target_03822	CDS	789	fabG2_2	1.-.-.-		putative oxidoreductase
target_03823	gene	1158				
target_03823	CDS	1158		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
target_03824	gene	1524	fadD3_2			
target_03824	CDS	1524	fadD3_2	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
target_03825	gene	1134				
target_03825	CDS	1134		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
target_03826	gene	954	caiA_4			
target_03826	CDS	954	caiA_4	1.3.8.13		Crotonobetainyl-CoA reductase
target_03827	gene	957				
target_03827	CDS	957		1.3.99.-		Acyl-CoA dehydrogenase FadE27
target_03828	gene	1167	aspC_2			
target_03828	CDS	1167	aspC_2	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
target_03829	gene	852	nat			
target_03829	CDS	852	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
target_03830	gene	564	hsaB			
target_03830	CDS	564	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
target_03831	gene	903	hsaC			
target_03831	CDS	903	hsaC	1.13.11.25	COG0346	Iron-dependent extradiol dioxygenase
target_03832	gene	876	hsaD			
target_03832	CDS	876	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
target_03833	gene	1185	hsaA_2			
target_03833	CDS	1185	hsaA_2	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
target_03834	gene	1077	hmp_4			
target_03834	CDS	1077	hmp_4	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
target_03835	gene	531				
target_03835	CDS	531				hypothetical protein
target_03836	gene	2136				
target_03836	CDS	2136		1.3.99.-		Acyl-CoA dehydrogenase FadE34
target_03837	gene	663	kstR			
target_03837	CDS	663	kstR			HTH-type transcriptional repressor KstR
target_03838	gene	1023	ipsA			
target_03838	CDS	1023	ipsA			HTH-type transcriptional regulator IpsA
target_03839	gene	714				
target_03839	CDS	714				hypothetical protein
target_03840	gene	921				
target_03840	CDS	921				hypothetical protein
target_03841	gene	1209	arsB			
target_03841	CDS	1209	arsB		COG1055	Arsenical pump membrane protein
target_03842	gene	969				
target_03842	CDS	969		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
target_03843	gene	1410	cysS			
target_03843	CDS	1410	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
target_03844	gene	480	ispF			
target_03844	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
target_03845	gene	696	ispD			
target_03845	CDS	696	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
target_03846	gene	489	carD			
target_03846	CDS	489	carD		COG1329	RNA polymerase-binding transcription factor CarD
target_03847	gene	549	lpqE			
target_03847	CDS	549	lpqE			Putative lipoprotein LpqE
target_03848	gene	1332	radA			
target_03848	CDS	1332	radA	3.6.4.-	COG1066	DNA repair protein RadA
target_03849	gene	1077	disA			
target_03849	CDS	1077	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
target_03850	gene	819				
target_03850	CDS	819				hypothetical protein
target_03851	gene	624	mtcA2			
target_03851	CDS	624	mtcA2	4.2.1.1	COG0288	Carbonic anhydrase 2
target_03852	gene	888	mutY			
target_03852	CDS	888	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
